Latitude,Longitude,Feature_ID,Village,nitrogen_N_2023-24,phosphorus_P_2023-24,potassium_K_2023-24,organic_carbon_OC_2023-24,pH_2023-24,EC_2023-24,sulphur_S_2023-24,zinc_Zn_2023-24,iron_Fe_2023-24,copper_Cu_2023-24,manganese_Mn_2023-24,boron_B_2023-24,nitrogen_N_2024-25,phosphorus_P_2024-25,potassium_K_2024-25,organic_carbon_OC_2024-25,pH_2024-25,EC_2024-25,sulphur_S_2024-25,zinc_Zn_2024-25,iron_Fe_2024-25,copper_Cu_2024-25,manganese_Mn_2024-25,boron_B_2024-25,nitrogen_N_2025-26,phosphorus_P_2025-26,potassium_K_2025-26,organic_carbon_OC_2025-26,pH_2025-26,EC_2025-26,sulphur_S_2025-26,zinc_Zn_2025-26,iron_Fe_2025-26,copper_Cu_2025-26,manganese_Mn_2025-26,boron_B_2025-26
14.458000,79.572000,28_515_shc_2023-24.5623,China Gopavaram,113.0,6.0,130.0,0.48,8.13,1.04,14.0,0.61,3.84,0.21,7.68,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.458000,79.572000,28_515_shc_2023-24.5768,China Gopavaram,151.0,7.0,169.0,0.52,8.4,1.05,17.0,0.1,4.64,0.32,5.16,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.452000,79.588000,28_515_shc_2024-25.5868,Chittaluru,,,,,,,,,,,,,113.0,164.0,142.1,0.61,8.13,0.18,14.1,0.14,16.24,0.11,28.18,0.31,,,,,,,,,,,,
14.452000,79.582000,28_515_shc_2024-25.5002,Chittaluru,,,,,,,,,,,,,100.0,36.0,264.7,0.5,8.05,0.12,29.9,0.18,21.18,0.86,51.2,1.0,,,,,,,,,,,,
14.455000,79.785000,28_515_shc_2024-25.18368,Kandamur,,,,,,,,,,,,,188.0,89.5,148.5,0.22,7.65,0.13,10.5,0.41,21.38,0.1,9.38,0.66,,,,,,,,,,,,
14.455000,79.785000,28_515_shc_2024-25.18388,Kandamur,,,,,,,,,,,,,151.0,62.2,264.7,0.67,7.12,0.64,1.8,0.73,16.61,0.69,83.54,0.22,,,,,,,,,,,,
14.458000,79.892000,28_515_shc_2024-25.19847,Devarapalem,,,,,,,,,,,,,138.0,89.5,90.4,0.54,7.5,0.1,5.3,0.21,14.16,0.12,16.36,0.03,,,,,,,,,,,,
14.452000,80.038000,28_515_shc_2023-24.5216,Allipuram (Part),213.0,9.0,130.0,1.08,8.2,1.0,7.0,0.16,12.96,0.26,5.83,2.6,,,,,,,,,,,,,,,,,,,,,,,,
14.452000,80.038000,28_515_shc_2023-24.5335,Allipuram (Part),163.0,98.0,403.0,1.25,8.0,0.4,130.0,0.36,10.7,0.78,2.33,2.6,,,,,,,,,,,,,,,,,,,,,,,,
14.452000,80.038000,28_515_shc_2023-24.6417,Allipuram (Part),188.0,43.0,91.0,1.1,7.1,0.3,35.0,0.72,3.78,1.0,5.87,1.4,,,,,,,,,,,,,100.0,6.1,266.9,0.08,7.1,0.1,35.02,0.18,3.38,0.36,1.35,0.5
14.455000,80.085000,28_515_shc_2025-26.2603,Indukurpet Bit - II,,,,,,,,,,,,,,,,,,,,,,,,,188.0,49.92,155.2,0.52,7.64,0.26,66.54,0.15,18.1,1.01,0.96,0.82
14.452000,80.088000,28_515_shc_2025-26.5672,Indukurpet Bit - II,,,,,,,,,,,,,,,,,,,,,,,,,188.0,83.7,260.7,0.59,7.72,0.47,87.56,0.35,4.32,4.05,5.03,0.66
14.452000,80.132000,28_515_shc_2025-26.694,Vilukanipalle,,,,,,,,,,,,,113.0,117.0,116.2,0.78,7.7,0.88,65.0,0.42,7.18,0.16,6.18,0.18,151.0,30.7,87.0,0.1,7.5,1.65,52.53,0.48,4.16,0.33,1.6,0.6
14.452000,80.152000,28_515_shc_2024-25.15297,Venkanapalem,,,,,,,,,,,,,238.0,17.5,155.0,0.5,7.83,1.68,1.8,0.05,32.02,0.56,9.02,0.25,,,,,,,,,,,,
14.452000,80.152000,28_515_shc_2024-25.15373,Kothapalem,,,,,,,,,,,,,176.0,42.2,83.9,0.43,8.39,1.34,14.1,0.14,21.48,0.18,10.18,0.54,,,,,,,,,,,,
14.452000,80.152000,28_515_shc_2024-25.15461,Venkanapalem,,,,,,,,,,,,,75.0,18.6,71.0,0.7,8.23,1.68,5.3,0.54,34.18,0.21,14.38,0.16,,,,,,,,,,,,
14.452000,80.152000,28_515_shc_2024-25.16880,Venkanapalem,,,,,,,,,,,,,100.0,77.5,96.9,0.13,8.27,1.33,22.8,0.26,36.48,0.32,16.42,0.16,,,,,,,,,,,,
14.452000,80.152000,28_515_shc_2024-25.16886,Kothapalem,,,,,,,,,,,,,63.0,1.1,200.2,0.21,8.25,1.79,22.8,0.16,40.36,0.74,17.15,0.25,,,,,,,,,,,,
14.465000,79.375000,28_515_shc_2023-24.6750,Madannagaripalle,125.0,25.0,91.0,0.38,7.86,0.65,2.0,0.156,6.94,0.46,2.8,0.38,,,,,,,,,,,,,,,,,,,,,,,,
14.465000,79.375000,28_515_shc_2024-25.18547,Madannagaripalle,,,,,,,,,,,,,125.0,70.0,109.0,0.07,8.12,0.14,44.0,0.75,0.18,0.78,1.72,1.0,,,,,,,,,,,,
14.462000,79.578000,28_515_shc_2025-26.4797,Chittaluru,,,,,,,,,,,,,,,,,,,,,,,,,75.0,12.3,260.7,0.48,8.3,0.23,101.57,0.1,2.08,0.14,1.96,0.06
14.465000,79.585000,28_515_shc_2025-26.4361,Chittaluru,,,,,,,,,,,,,,,,,,,,,,,,,289.0,8.4,167.6,0.33,8.75,0.13,94.56,0.36,6.01,0.1,1.28,0.19
14.468000,79.768000,28_515_shc_2024-25.8219,Vellanti,,,,,,,,,,,,,113.0,1.1,116.2,0.82,7.81,0.53,47.4,0.14,28.21,0.46,14.68,0.28,,,,,,,,,,,,
14.468000,79.768000,28_515_shc_2024-25.8280,Vellanti,,,,,,,,,,,,,113.0,42.6,122.7,0.75,8.12,0.97,107.2,0.91,14.81,0.36,14.38,1.19,,,,,,,,,,,,
14.468000,79.878000,28_515_shc_2024-25.17373,Jonnawada,,,,,,,,,,,,,138.0,164.0,142.0,0.99,7.53,0.81,60.0,0.14,10.14,0.4,4.36,0.59,,,,,,,,,,,,
14.468000,79.892000,28_515_shc_2024-25.19846,Devarapalem,,,,,,,,,,,,,176.0,91.7,161.4,0.72,8.23,0.18,10.5,0.21,9.21,0.14,9.38,0.59,,,,,,,,,,,,
14.468000,79.892000,28_515_shc_2024-25.19887,Devarapalem,,,,,,,,,,,,,106.0,62.2,193.7,0.68,8.31,0.16,5.3,0.16,14.26,0.13,14.21,1.16,,,,,,,,,,,,
14.465000,79.905000,28_515_shc_2024-25.7882,Devarapalem,,,,,,,,,,,,,251.0,154.0,84.0,1.41,7.83,1.87,9.0,0.48,10.84,0.48,7.21,0.03,,,,,,,,,,,,
14.468000,80.038000,28_515_shc_2023-24.5196,Inamadugu,188.0,34.0,137.0,1.33,8.4,0.1,28.0,0.61,8.7,0.41,2.8,0.23,,,,,,,,,,,,,151.0,65.3,478.0,0.22,5.99,0.4,122.8,0.45,5.35,0.58,2.01,0.22
14.468000,80.112000,28_515_shc_2023-24.6737,Indukurpet Bit - I,176.0,38.0,429.0,0.32,7.6,0.6,12.0,0.89,18.8,0.38,8.2,0.23,,,,,,,,,,,,,,,,,,,,,,,,
14.462000,80.118000,28_515_shc_2023-24.6876,Indukurpet Bit - I,138.0,36.0,423.0,0.18,7.2,0.5,31.0,0.11,3.17,0.22,2.6,0.15,100.0,17.5,406.8,0.76,7.18,0.26,5.3,0.26,6.26,0.36,9.14,0.31,,,,,,,,,,,,
14.462000,80.142000,28_515_shc_2023-24.7288,Indukurpet Bit - I,113.0,27.0,462.0,0.65,7.9,0.5,28.0,1.01,9.74,0.49,6.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,
14.462000,80.142000,28_515_shc_2024-25.13389,Koduruturu,,,,,,,,,,,,,176.0,80.0,148.0,0.71,7.97,0.2,54.0,0.31,21.8,0.24,8.48,1.19,,,,,,,,,,,,
14.465000,80.165000,28_515_shc_2023-24.5829,Potlapudi,163.0,40.0,182.0,0.75,6.5,1.2,59.0,0.89,3.8,0.18,5.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.465000,80.165000,28_515_shc_2024-25.3456,Potlapudi,,,,,,,,,,,,,176.0,18.6,251.9,0.14,8.18,0.16,5.6,0.64,16.41,0.61,9.28,0.28,,,,,,,,,,,,
14.468000,80.168000,28_515_shc_2024-25.2331,Venkanapalem,,,,,,,,,,,,,50.0,77.5,135.6,0.56,8.17,2.14,1.8,0.24,26.14,0.11,9.14,0.41,251.0,37.6,348.0,0.61,5.74,1.07,168.11,0.22,5.11,1.85,4.14,0.57
14.468000,80.168000,28_515_shc_2024-25.15363,Venkanapalem,,,,,,,,,,,,,63.0,62.2,264.7,0.31,8.48,1.3,3.5,0.21,48.18,0.21,24.21,0.35,,,,,,,,,,,,
14.468000,80.168000,28_515_shc_2024-25.15462,Venkanapalem,,,,,,,,,,,,,50.0,36.0,109.8,0.69,8.35,1.49,0.3,0.46,16.24,0.28,9.21,0.09,,,,,,,,,,,,
14.478000,79.372000,28_515_shc_2023-24.6420,Madannagaripalle,213.0,29.0,59.0,0.52,7.89,0.42,64.0,0.03,6.31,0.57,4.5,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.472000,79.372000,28_515_shc_2023-24.6859,Chintalapalem,75.0,69.0,195.0,0.81,8.5,0.3,1.9,0.34,5.16,2.06,7.6,1.18,,,,,,,,,,,,,,,,,,,,,,,,
14.475000,79.555000,28_515_shc_2023-24.5328,China Gopavaram,88.0,3.0,117.0,0.42,8.21,0.26,19.0,0.04,4.86,0.93,3.16,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.475000,79.555000,28_515_shc_2023-24.6155,China Gopavaram,163.0,8.0,124.0,0.47,8.27,0.23,7.0,0.28,4.93,0.84,4.82,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.475000,79.595000,28_515_shc_2025-26.4314,Chittaluru,,,,,,,,,,,,,,,,,,,,,,,,,163.0,1.5,130.4,0.13,8.7,0.01,161.11,0.51,4.67,0.47,1.04,0.06
14.478000,79.618000,28_515_shc_2025-26.7067,Vavileru,176.0,85.0,124.0,0.38,7.1,0.4,78.0,0.181,7.15,0.51,6.48,0.08,,,,,,,,,,,,,151.0,11.5,248.3,0.34,8.3,0.16,28.02,0.15,9.36,0.19,2.33,0.44
14.478000,79.632000,28_515_shc_2023-24.5554,Vavileru,63.0,3.0,98.0,0.5,7.9,0.6,19.0,0.52,7.8,0.34,10.8,0.15,,,,,,,,,,,,,13.0,176.6,68.3,0.13,7.76,0.69,87.56,0.67,3.17,0.08,9.09,0.72
14.475000,79.635000,28_515_shc_2024-25.17752,Vavileru,,,,,,,,,,,,,213.0,99.4,135.6,0.51,8.08,0.1,26.4,0.48,35.3,0.45,67.14,0.28,,,,,,,,,,,,
14.478000,79.638000,28_515_shc_2025-26.2124,Vavileru,,,,,,,,,,,,,,,,,,,,,,,,,151.0,5.4,446.9,0.41,8.25,0.11,59.54,0.15,4.91,0.21,2.01,0.06
14.478000,79.678000,28_515_shc_2024-25.998,Navooru,,,,,,,,,,,,,238.0,32.8,238.9,0.27,8.51,0.18,31.6,0.41,17.7,3.02,5.01,0.54,,,,,,,,,,,,
14.478000,79.678000,28_515_shc_2024-25.8496,Navooru,,,,,,,,,,,,,88.0,159.4,238.9,0.38,8.08,0.1,87.9,0.19,22.2,2.86,3.11,0.79,,,,,,,,,,,,
14.475000,79.765000,28_515_shc_2023-24.6887,Prabagiripatnam,125.0,1.0,124.0,0.48,8.2,0.3,28.0,0.17,2.97,0.59,4.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.472000,79.872000,28_515_shc_2024-25.7559,Devarapalem,100.0,22.0,98.0,0.78,8.4,0.2,47.0,0.48,4.72,0.86,19.8,0.3,138.0,34.9,206.6,0.41,8.21,0.12,77.3,0.58,10.38,0.26,7.12,0.31,,,,,,,,,,,,
14.478000,79.888000,28_515_shc_2024-25.4192,Devarapalem,,,,,,,,,,,,,100.0,62.2,180.8,0.52,8.13,0.15,108.9,0.31,9.14,0.18,8.38,0.56,,,,,,,,,,,,
14.478000,79.892000,28_515_shc_2023-24.7160,Pottepalem,151.0,79.0,731.0,0.2,7.6,2.8,2.0,0.8,1.4,0.46,12.64,2.59,,,,,,,,,,,,,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2023-24.7239,Gangavaram,113.0,25.0,202.0,0.48,7.8,1.7,45.0,0.58,7.1,0.68,8.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2024-25.6057,Pothireddipalem,,,,,,,,,,,,,176.0,164.0,77.5,1.11,7.81,0.1,47.0,0.28,4.48,0.72,3.15,0.34,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2024-25.6076,Pothireddipalem,,,,,,,,,,,,,201.0,164.0,213.1,1.07,7.72,0.1,81.0,0.32,2.41,0.16,6.38,0.44,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2024-25.6080,Pothireddipalem,,,,,,,,,,,,,188.0,69.9,142.1,0.54,7.75,0.1,18.0,0.26,20.6,0.41,17.78,0.15,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2024-25.6136,Pothireddipalem,,,,,,,,,,,,,188.0,128.8,542.4,0.72,7.66,0.1,93.0,0.28,3.38,0.34,9.14,0.18,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2024-25.6243,Pothireddipalem,,,,,,,,,,,,,163.0,116.8,167.9,0.71,7.72,0.1,33.0,0.24,8.91,0.26,8.34,1.16,,,,,,,,,,,,
14.478000,79.972000,28_515_shc_2024-25.6296,Pothireddipalem,,,,,,,,,,,,,138.0,79.7,129.1,0.57,7.54,0.1,97.0,0.18,5.26,0.16,6.38,0.37,,,,,,,,,,,,
14.472000,80.042000,28_515_shc_2023-24.4989,Lebur Bit - II,151.0,73.0,137.0,0.41,7.8,0.4,35.0,0.44,4.6,0.55,0.9,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.478000,80.052000,28_515_shc_2024-25.2127,Lebur Bit - II,,,,,,,,,,,,,88.0,99.0,193.0,1.0,7.1,1.03,47.0,0.81,24.28,0.36,3.38,0.94,,,,,,,,,,,,
14.478000,80.052000,28_515_shc_2024-25.2129,Lebur Bit - II,,,,,,,,,,,,,151.0,35.0,122.0,0.67,7.15,0.82,60.0,0.58,24.38,0.36,6.38,0.75,,,,,,,,,,,,
14.478000,80.052000,28_515_shc_2024-25.16324,Lebur Bit - II,,,,,,,,,,,,,125.0,43.0,135.0,1.03,7.17,1.14,26.0,0.64,38.61,0.31,5.28,0.53,,,,,,,,,,,,
14.478000,80.052000,28_515_shc_2024-25.16332,Lebur Bit - II,,,,,,,,,,,,,188.0,17.0,180.0,0.8,7.36,1.07,47.0,0.72,51.16,0.24,4.16,0.18,,,,,,,,,,,,
14.478000,80.052000,28_515_shc_2024-25.16338,Lebur Bit - II,,,,,,,,,,,,,100.0,43.0,200.0,1.0,7.25,1.01,54.0,0.91,47.32,0.38,4.08,1.13,,,,,,,,,,,,
14.478000,80.052000,28_515_shc_2025-26.5584,Lebur Bit - II,,,,,,,,,,,,,,,,,,,,,,,,,113.0,65.3,285.5,0.59,7.74,1.67,143.59,0.18,3.98,0.41,4.68,0.88
14.478000,80.068000,28_515_shc_2024-25.13473,Lebur Bit - II,,,,,,,,,,,,,38.0,129.0,135.0,1.03,7.68,0.19,26.0,0.74,14.4,0.14,6.36,0.53,,,,,,,,,,,,
14.478000,80.068000,28_515_shc_2024-25.13509,Lebur Bit - II,,,,,,,,,,,,,100.0,80.0,187.0,1.22,8.01,0.17,33.0,0.26,16.3,0.38,4.28,0.59,,,,,,,,,,,,
14.478000,80.118000,28_515_shc_2025-26.2521,Indukurpet Bit - I,,,,,,,,,,,,,,,,,,,,,,,,,151.0,19.2,248.3,0.41,6.99,0.28,129.59,0.11,24.24,0.2,6.17,0.88
14.478000,80.122000,28_515_shc_2023-24.6201,Indukurpet Bit - I,213.0,55.0,377.0,0.41,7.8,0.9,24.0,0.76,1.87,0.42,2.5,0.27,,,,,,,,,,,,,,,,,,,,,,,,
14.472000,80.138000,28_515_shc_2025-26.8767,Jangamvani Doruvu,,,,,,,,,,,,,,,,,,,,,,,,,138.0,67.6,68.3,0.63,6.93,0.24,168.11,0.38,13.2,0.17,6.2,0.75
14.475000,80.155000,28_515_shc_2025-26.5627,Koduruturu,,,,,,,,,,,,,,,,,,,,,,,,,251.0,47.62,223.5,0.28,6.78,1.39,122.58,0.22,14.11,0.15,2.01,0.38
14.488000,79.368000,28_515_shc_2023-24.4969,Kulluru,251.0,36.0,91.0,0.46,6.9,0.48,35.0,0.3,36.78,0.38,8.9,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.482000,79.532000,28_515_shc_2025-26.4459,Kalayapalem,,,,,,,,,,,,,,,,,,,,,,,,,138.0,6.9,204.8,0.41,8.6,0.2,42.03,0.33,2.88,0.25,1.93,0.38
14.482000,79.532000,28_515_shc_2025-26.4464,Kalayapalem,,,,,,,,,,,,,,,,,,,,,,,,,113.0,22.3,384.9,0.37,8.46,0.34,66.54,0.26,4.19,0.27,1.65,0.25
14.485000,79.575000,28_515_shc_2023-24.5808,Chejerla,75.0,6.0,293.0,0.85,8.4,0.3,24.0,0.001,2.9,0.16,11.26,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.488000,79.588000,28_515_shc_2023-24.4854,Billupadu,38.0,1.0,130.0,0.63,8.4,0.3,12.0,0.528,1.91,0.16,8.46,0.04,,,,,,,,,,,,,,,,,,,,,,,,
14.485000,79.675000,28_515_shc_2024-25.8642,Navooru,,,,,,,,,,,,,163.0,103.7,213.1,0.24,8.03,0.1,58.0,0.26,4.12,0.68,4.12,1.01,,,,,,,,,,,,
14.488000,79.678000,28_515_shc_2024-25.8708,Navooru,,,,,,,,,,,,,63.0,15.3,96.9,0.62,8.18,0.1,40.4,0.62,8.36,5.16,4.12,0.82,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.1490,Vellanti,,,,,,,,,,,,,125.0,89.5,96.9,0.87,7.9,1.27,176.0,0.85,18.16,0.28,26.31,0.22,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.2756,Vellanti,,,,,,,,,,,,,100.0,34.9,38.7,0.32,8.13,0.51,100.2,0.54,14.36,0.51,21.36,0.5,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.2757,Vellanti,,,,,,,,,,,,,201.0,7.6,96.9,0.87,7.87,1.87,176.0,0.28,16.28,0.58,18.26,0.44,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.8283,Vellanti,,,,,,,,,,,,,100.0,17.5,96.9,0.73,7.85,0.47,66.8,1.17,31.42,0.81,13.59,0.63,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.11105,Vellanti,,,,,,,,,,,,,125.0,34.9,45.2,0.14,8.25,1.34,1.8,0.71,12.41,0.18,5.38,0.41,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.15916,Vellanti,,,,,,,,,,,,,125.0,18.6,83.9,0.5,7.94,0.96,82.6,0.32,20.16,0.21,9.36,0.44,,,,,,,,,,,,
14.482000,79.802000,28_515_shc_2024-25.19808,Vellanti,,,,,,,,,,,,,201.0,25.1,161.4,0.18,7.93,0.7,96.6,0.68,30.14,0.38,12.18,0.03,,,,,,,,,,,,
14.488000,79.872000,28_515_shc_2024-25.17442,Jonnawada,,,,,,,,,,,,,176.0,164.0,148.0,0.59,7.74,0.22,81.0,0.28,9.36,0.24,3.14,0.94,,,,,,,,,,,,
14.488000,79.872000,28_515_shc_2024-25.17473,Jonnawada,,,,,,,,,,,,,151.0,164.0,116.0,0.45,7.75,0.3,60.0,0.38,10.41,0.32,3.19,0.69,,,,,,,,,,,,
14.488000,79.882000,28_515_shc_2025-26.1864,Jonnawada,,,,,,,,,,,,,,,,,,,,,,,,,289.0,19.2,397.0,0.63,7.15,0.59,192.63,0.02,5.94,0.13,2.08,0.19
14.488000,79.882000,28_515_shc_2025-26.7146,Jonnawada,,,,,,,,,,,,,,,,,,,,,,,,,138.0,4.6,410.0,0.57,7.14,0.54,136.59,0.39,9.87,0.03,2.17,0.25
14.482000,79.898000,28_515_shc_2024-25.20594,Jonnawada,,,,,,,,,,,,,100.0,164.0,129.0,1.5,7.86,0.21,2.0,0.082,12.27,0.41,2.79,0.56,,,,,,,,,,,,
14.482000,79.898000,28_515_shc_2025-26.11138,Jonnawada,,,,,,,,,,,,,,,,,,,,,,,,,75.0,2.3,347.0,0.16,6.63,0.59,129.59,0.39,18.46,0.39,2.94,0.25
14.485000,79.955000,28_515_shc_2023-24.7451,Gangavaram,201.0,23.0,117.0,0.5,7.8,0.8,35.0,0.41,8.4,0.51,7.4,0.19,,,,,,,,,,,,,,,,,,,,,,,,
14.488000,79.978000,28_515_shc_2024-25.14758,Kovur,,,,,,,,,,,,,176.0,138.0,226.0,1.09,8.16,0.2,18.0,0.31,8.36,0.42,4.36,0.22,,,,,,,,,,,,
14.485000,80.075000,28_515_shc_2025-26.5887,Lebur Bit - II,,,,,,,,,,,,,,,,,,,,,,,,,25.0,22.3,167.6,0.28,7.22,1.08,59.54,0.31,2.1,0.18,0.76,1.07
14.492000,79.482000,28_515_shc_2025-26.8265,Kakivaya,,,,,,,,,,,,,,,,,,,,,,,,,113.0,19.2,384.9,0.54,8.58,0.42,42.0,0.13,1.38,0.25,1.58,0.66
14.492000,79.482000,28_515_shc_2025-26.8268,Kakivaya,,,,,,,,,,,,,,,,,,,,,,,,,113.0,17.7,440.7,0.21,8.98,1.15,87.56,0.51,4.36,0.28,1.33,0.75
14.498000,79.528000,28_515_shc_2023-24.6448,Nagulavellaturu,100.0,12.0,221.0,0.4,8.2,5.4,7.0,0.001,11.2,0.001,15.64,0.08,,,,,,,,,,,,,,,,,,,,,,,,
14.495000,79.535000,28_515_shc_2023-24.4833,Nagulavellaturu,75.0,3.0,143.0,0.63,8.6,0.7,9.0,0.001,32.9,0.014,18.12,0.15,,,,,,,,,,,,,,,,,,,,,,,,
14.492000,79.542000,28_515_shc_2025-26.7166,Kalayapalem,,,,,,,,,,,,,,,,,,,,,,,,,188.0,23.8,589.7,0.22,8.31,0.41,28.02,0.33,3.86,0.19,1.87,0.5
14.492000,79.542000,28_515_shc_2025-26.7179,Kalayapalem,138.0,13.0,137.0,0.56,7.1,0.9,35.0,0.024,14.0,0.75,31.5,0.19,,,,,,,,,,,,,251.0,16.9,496.6,0.49,8.41,0.42,35.02,0.16,1.97,0.24,2.01,0.57
14.498000,79.682000,28_515_shc_2024-25.1590,Bhogasamudram,,,,,,,,,,,,,125.0,67.7,83.9,0.2,8.19,0.12,36.9,0.64,5.18,0.46,5.16,0.09,,,,,,,,,,,,
14.498000,79.682000,28_515_shc_2024-25.11999,Bhogasamudram,,,,,,,,,,,,,100.0,164.0,129.1,0.31,8.17,0.17,10.5,0.72,4.16,0.12,4.31,0.54,,,,,,,,,,,,
14.498000,79.682000,28_515_shc_2024-25.12034,Bhogasamudram,,,,,,,,,,,,,163.0,44.8,38.7,0.46,8.12,0.1,10.5,0.74,2.68,0.24,7.21,0.35,,,,,,,,,,,,
14.498000,79.682000,28_515_shc_2024-25.12074,Bhogasamudram,,,,,,,,,,,,,88.0,48.0,58.1,0.38,8.01,0.16,77.3,0.96,1.54,1.42,0.86,0.22,,,,,,,,,,,,
14.498000,79.822000,28_515_shc_2024-25.2842,Sajjapuram,,,,,,,,,,,,,301.0,18.1,232.5,0.53,7.77,0.32,5.3,1.12,22.24,0.212,40.41,0.18,,,,,,,,,,,,
14.498000,79.868000,28_515_shc_2025-26.4922,Penuballe,,,,,,,,,,,,,,,,,,,,,,,,,63.0,20.0,335.0,0.57,6.83,1.2,52.53,0.19,5.03,0.35,1.35,0.25
14.498000,79.912000,28_515_shc_2025-26.5051,Sreerangaraja -Puram,,,,,,,,,,,,,,,,,,,,,,,,,38.0,37.6,441.0,0.25,7.89,0.89,66.54,0.09,4.98,0.11,2.1,0.38
14.492000,79.928000,28_515_shc_2025-26.2029,Damaramadugu,,,,,,,,,,,,,,,,,,,,,,,,,138.0,14.6,441.0,0.32,7.0,0.44,168.11,0.25,5.98,0.02,2.15,0.13
14.492000,79.928000,28_515_shc_2025-26.2250,Damaramadugu,,,,,,,,,,,,,,,,,,,,,,,,,176.0,18.4,447.0,0.25,7.6,1.51,101.57,0.42,37.56,1.57,6.48,0.09
14.498000,79.932000,28_515_shc_2024-25.1616,Damaramadugu,,,,,,,,,,,,,251.0,31.7,109.8,0.84,7.57,0.32,10.5,0.38,7.28,0.78,7.88,0.56,,,,,,,,,,,,
14.498000,79.932000,28_515_shc_2024-25.12062,Damaramadugu,,,,,,,,,,,,,201.0,18.6,355.1,0.91,7.63,0.85,1.8,0.68,2.16,0.14,8.36,0.72,,,,,,,,,,,,
14.498000,79.932000,28_515_shc_2024-25.12093,Damaramadugu,,,,,,,,,,,,,100.0,52.4,426.2,0.8,7.56,0.93,19.3,0.24,8.38,0.36,9.16,0.18,,,,,,,,,,,,
14.492000,79.932000,28_515_shc_2025-26.8276,Damaramadugu,,,,,,,,,,,,,,,,,,,,,,,,,151.0,12.3,478.0,0.16,7.46,0.54,42.03,0.42,6.38,0.42,2.87,0.22
14.492000,79.932000,28_515_shc_2025-26.8317,Damaramadugu,,,,,,,,,,,,,,,,,,,,,,,,,113.0,0.8,310.0,0.13,7.8,0.44,52.53,0.35,10.35,0.39,4.31,0.19
14.495000,79.965000,28_515_shc_2023-24.7454,Gangavaram,226.0,11.0,202.0,0.72,7.6,2.8,35.0,0.65,9.3,0.34,8.2,0.34,,,,,,,,,,,,,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2023-24.7249,Padugupadu,201.0,23.0,137.0,0.28,7.0,0.2,7.0,0.41,0.46,0.71,1.8,0.23,151.0,9.8,155.0,0.23,5.33,0.1,61.5,0.54,9.28,0.16,14.18,0.56,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.2361,Padugupadu,,,,,,,,,,,,,188.0,52.0,215.4,0.68,7.79,1.88,58.0,0.38,5.38,0.28,5.38,0.31,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.2365,Padugupadu,,,,,,,,,,,,,188.0,164.0,155.0,0.75,8.0,0.32,44.0,0.22,1.34,0.54,5.04,0.47,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.2371,Padugupadu,,,,,,,,,,,,,201.0,62.0,116.2,0.6,7.71,0.42,81.0,0.28,7.21,0.14,7.21,0.37,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.7344,Padugupadu,,,,,,,,,,,,,176.0,117.0,419.7,0.92,7.75,0.1,47.0,0.16,3.86,0.36,7.21,0.25,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.7370,Padugupadu,,,,,,,,,,,,,100.0,164.0,406.8,1.11,7.42,0.45,72.0,0.21,3.24,0.24,6.38,0.25,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.7374,Padugupadu,,,,,,,,,,,,,201.0,164.0,445.5,0.76,7.54,0.1,47.0,3.28,4.18,0.38,5.26,0.59,,,,,,,,,,,,
14.498000,80.002000,28_515_shc_2024-25.7390,Padugupadu,,,,,,,,,,,,,188.0,80.0,400.3,0.28,7.49,0.1,44.0,0.18,6.84,0.21,7.28,0.88,,,,,,,,,,,,
